,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
282,Moerai,100,PF,1605074798,83,-22.43,-151.33,73.11,12.17
283,Karaton,40,ID,1605074799,55,-6.34,106.1,91.4,11.41
284,Samarinda,100,ID,1605074800,53,-0.5,117.15,90.54,2.98
285,Cabo San Lucas,75,MX,1605074305,64,22.89,-109.91,70.0,5.82
286,Nemuro,75,JP,1605074802,86,43.32,145.57,33.8,10.29
287,Laguna,1,US,1605074804,45,38.42,-121.42,48.99,4.7
288,Baykit,100,RU,1605074805,94,61.67,96.37,27.0,6.11
289,Riyadh,0,SA,1605074730,47,24.69,46.72,75.2,6.93
290,Zhanakorgan,97,KZ,1605074807,43,43.91,67.25,53.35,13.04
291,Manassas,2,US,1605074701,92,38.75,-77.48,64.99,7.02
292,Tambura,65,SS,1605074809,72,5.6,27.47,75.63,1.43
293,Kindu,100,CD,1605074811,98,-2.95,25.95,68.99,2.8
294,La Rioja,90,ES,1605074597,100,42.25,-2.5,44.01,6.13
295,Silver City,1,US,1605074813,50,32.77,-108.28,36.0,8.05
296,Yumen,0,CN,1605074814,32,40.28,97.2,51.28,6.35
297,Shimoda,75,JP,1605074815,44,34.67,138.95,60.8,12.75
298,Isangel,100,VU,1605074816,89,-19.55,169.27,73.89,10.89
299,Russell,90,US,1605074817,94,32.35,-85.2,73.4,4.7
300,Kjøllefjord,0,NO,1605074818,74,70.95,27.35,35.6,10.29
301,Pavino,99,RU,1605074820,96,59.11,46.14,29.88,9.53
302,Meulaboh,73,ID,1605074821,66,4.14,96.13,86.25,6.31
303,Acapulco de Juárez,12,MX,1605074681,77,16.86,-99.89,78.37,4.65
304,Poplar Bluff,90,US,1605074823,44,36.76,-90.39,60.8,9.17
305,Kiryat Gat,0,IL,1605074824,73,31.61,34.76,66.99,1.92
306,Okha,97,RU,1605074826,91,53.57,142.95,23.05,11.83
307,Cherskiy,99,RU,1605074319,91,68.75,161.3,-4.59,4.72
308,Nanortalik,100,GL,1605074828,89,60.14,-45.24,27.41,7.23
309,Whitehorse,40,CA,1605074404,78,60.72,-135.05,15.8,17.22
310,Mount Isa,40,AU,1605074830,22,-20.73,139.5,102.2,25.28
311,Zhezkazgan,76,KZ,1605074831,63,47.8,67.71,41.18,16.87
312,Gal'bshtadt,100,RU,1605074833,79,53.23,78.98,39.52,24.29
313,Samarai,39,PG,1605074834,82,-10.62,150.67,80.01,16.71
314,Jaraguá do Sul,100,BR,1605074835,95,-26.49,-49.07,72.0,0.94
315,Alvand,95,IR,1605074836,87,36.32,49.17,43.7,3.74
316,Almaznyy,40,RU,1605074837,64,48.04,40.05,37.4,6.71
317,Lewiston,1,US,1605074598,100,44.1,-70.21,55.99,5.19
318,Nantucket,1,US,1605074725,93,41.28,-70.1,59.0,10.29
319,Saskylakh,100,RU,1605074841,92,71.92,114.08,0.46,8.52
320,Topolobampo,0,MX,1605074842,68,25.6,-109.05,66.0,3.0
321,Nouadhibou,0,MR,1605074843,38,20.93,-17.03,77.0,11.41
322,Skjervøy,0,NO,1605074844,63,70.03,20.97,30.2,10.29
323,Montepuez,15,MZ,1605074846,46,-13.13,39.0,83.43,6.08
324,Buin,4,CL,1605074743,93,-33.73,-70.75,60.01,11.41
325,Khorramshahr,0,IR,1605074848,88,30.44,48.17,73.4,5.82
326,Bongandanga,100,CD,1605074849,88,1.5,21.05,72.77,2.15
327,Flinders,0,AU,1605074850,72,-34.58,150.86,75.99,5.99
328,Yarim,83,YE,1605074851,36,14.3,44.38,58.01,9.51
329,Dembī Dolo,1,ET,1605074852,78,8.53,34.8,65.48,3.38
330,Waverly,90,US,1605074790,87,42.74,-84.62,59.0,18.34
331,Nuuk,98,GL,1605074441,93,64.18,-51.72,13.15,7.0
332,Koslan,65,RU,1605074856,96,63.46,48.9,23.32,7.47
333,Ketchikan,1,US,1605074857,86,55.34,-131.65,37.4,8.05
334,Pumiao,0,CN,1605074858,33,22.75,108.48,77.0,6.71
335,Ust-Maya,93,RU,1605074859,94,60.42,134.53,3.13,1.72
336,Yar-Sale,76,RU,1605074860,95,66.83,70.83,6.64,7.76
337,Zemio,98,CF,1605074862,80,5.03,25.14,74.26,1.79
338,Miles City,75,US,1605074717,80,46.41,-105.84,30.2,8.05
339,Pearl,90,US,1605074773,94,32.27,-90.13,71.6,3.36
340,Kailua,20,US,1605074865,83,21.4,-157.74,78.01,10.29
341,Tuktoyaktuk,5,CA,1605074375,76,69.45,-133.04,-7.6,12.75
342,Vanimo,72,PG,1605074432,71,-2.67,141.3,84.38,5.21
343,Prince Rupert,75,CA,1605074869,81,54.32,-130.32,39.2,5.82
344,Alyangula,73,AU,1605074870,52,-13.85,136.42,93.2,12.75
345,Knyaze-Volkonskoye,0,RU,1605074871,54,48.46,135.46,28.4,15.66
346,Burns Lake,27,CA,1605074872,100,54.23,-125.75,26.6,1.81
347,Idenao,20,CM,1605074873,100,4.25,9.0,73.4,4.7
348,Nome,90,US,1605074395,93,64.5,-165.41,35.6,18.34
349,Vinh,100,VN,1605074876,74,18.67,105.67,66.67,7.16
350,Kumul,0,CN,1605074877,35,42.8,93.45,54.16,2.28
351,Orhei,75,MD,1605074878,80,47.38,28.82,41.0,2.24
352,Melfort,90,CA,1605074879,84,52.87,-104.62,8.6,4.7
353,Dicabisagan,100,PH,1605074880,86,17.08,122.42,78.75,28.86
354,Karīmpur,0,IN,1605074881,32,23.97,88.62,87.87,7.65
355,Huacho,95,PE,1605074883,85,-11.11,-77.61,60.26,2.35
356,Okato,28,NZ,1605074884,78,-39.2,173.88,57.99,5.01
357,Hofn,96,IS,1605074301,66,64.25,-15.21,42.04,20.89
358,Acarí,30,PE,1605074886,73,-15.43,-74.62,61.97,2.17
359,Santa Isabel,40,BR,1605074887,93,-23.32,-46.22,66.2,5.82
360,Xique-Xique,45,BR,1605074872,65,-10.82,-42.73,74.23,16.26
361,Nyaunglebin,0,MM,1605074890,63,17.95,96.73,83.73,5.59
362,Gijang,20,KR,1605074891,25,35.24,129.21,62.6,4.7
363,Rāhuri,0,IN,1605074892,29,19.38,74.65,78.49,12.46
364,Waterloo,90,CA,1605074878,82,43.47,-80.52,62.6,11.41
365,Talant,90,FR,1605074894,100,47.34,5.01,48.0,1.12
366,Jutaí,90,BR,1605074896,96,-5.18,-68.9,73.17,2.26
367,Altamont,20,US,1605074877,69,42.21,-121.74,35.6,11.41
368,Ponta do Sol,75,PT,1605074424,64,32.67,-17.1,68.0,8.05
369,Kandrian,70,PG,1605074899,79,-6.22,149.55,82.96,4.63
370,Bubaque,24,GW,1605074900,80,11.28,-15.83,82.92,15.7
371,Norman Wells,75,CA,1605074368,83,65.28,-126.83,-5.8,4.7
372,Lüderitz,0,NA,1605074902,25,-26.65,15.16,70.43,11.63
373,Eureka,62,US,1605074684,91,40.8,-124.16,41.0,4.97
374,Snezhnogorsk,75,RU,1605074905,96,69.19,33.25,32.0,4.47
375,Avera,90,US,1605074906,95,33.19,-82.53,73.4,5.82
376,Caruray,40,PH,1605074907,49,10.31,119.01,91.4,13.87
377,Fort Nelson,75,CA,1605074908,84,58.81,-122.7,3.2,2.24
378,Al Bardīyah,38,LY,1605074909,72,31.76,25.09,65.16,3.56
379,Coahuayana Viejo,23,MX,1605074910,86,18.73,-103.68,73.74,2.82
380,Promyshlennyy,100,RU,1605074912,98,67.58,63.92,22.6,12.1
381,Concordia,36,AR,1605074913,91,-31.39,-58.02,61.0,1.99
382,Biak,80,ID,1605074914,57,-0.91,122.88,86.16,2.28
383,Tuatapere,44,NZ,1605074360,78,-46.13,167.68,55.99,8.99
384,Puerto del Rosario,40,ES,1605074916,77,28.5,-13.86,68.0,10.29
385,Angra dos Reis,75,BR,1605074917,88,-23.01,-44.32,73.4,2.68
386,Kilindoni,99,TZ,1605074918,85,-7.91,39.67,77.23,3.31
387,Mount Gambier,29,AU,1605074920,27,-37.83,140.77,75.2,19.46
388,Siocon,98,PH,1605074921,68,7.71,122.14,84.65,7.72
389,Bayir,0,TR,1605074922,87,37.27,28.22,53.6,1.12
390,Pontes e Lacerda,44,BR,1605074923,79,-15.23,-59.34,70.66,1.3
391,Washougal,81,US,1605074924,94,45.58,-122.35,45.0,2.73
392,Oruzgan,18,AF,1605074925,36,32.83,66.0,56.5,3.6
393,Thinadhoo,94,MV,1605074926,69,0.53,72.93,83.68,3.15
394,Eresós,20,GR,1605074927,72,39.17,25.93,60.8,8.05
395,Pemangkat,100,ID,1605074929,70,1.17,108.97,83.98,8.21
396,Mackay,0,AU,1605074791,51,-21.15,149.2,80.6,17.22
397,Pisco,90,PE,1605074931,88,-13.7,-76.22,64.4,9.17
398,Notre-Dame-du-Lac,100,CA,1605074932,93,47.61,-68.8,60.8,2.24
399,Hailar,40,CN,1605074934,82,49.2,119.7,35.69,8.77
400,Orlik,7,RU,1605074935,81,52.52,99.83,22.3,5.88
401,Santa Rosa,90,PH,1605074936,88,14.31,121.11,82.4,10.29
402,Los Llanos de Aridane,90,ES,1605074937,77,28.66,-17.92,68.0,5.82
403,Kenai,90,US,1605074938,86,60.55,-151.26,35.01,10.29
404,Chichica,93,PA,1605074939,100,8.49,-82.16,64.0,1.05
405,Yafran,0,LY,1605074941,93,32.06,12.53,49.62,0.87
406,Karratha,0,AU,1605074355,19,-20.74,116.85,93.38,19.57
407,Micheweni,11,TZ,1605074943,69,-4.97,39.83,83.5,3.29
408,Tskaltubo,75,GE,1605074944,100,42.33,42.6,53.6,3.36
409,Waitati,61,NZ,1605074875,76,-45.75,170.57,55.0,1.01
410,Rio Grande,99,BR,1605074946,90,-32.03,-52.1,65.35,16.51
411,Codrington,80,AU,1605074947,69,-38.27,141.97,66.0,1.01
412,Nālūt,0,LY,1605074949,73,30.33,10.85,50.86,8.32
413,Yasothon,90,TH,1605074950,73,15.75,104.13,73.4,9.17
414,San Juan Bautista,90,PE,1605074951,88,-14.01,-75.74,64.4,9.17
415,Forsytheganj,72,BY,1605074952,92,52.63,29.73,33.82,3.29
416,İskilip,1,TR,1605074953,74,40.74,34.47,46.02,4.74
417,Asmara,52,ER,1605074954,58,15.33,38.93,61.39,5.61
418,Praia da Vitória,40,PT,1605074955,67,38.73,-27.07,59.0,15.39
419,Havøysund,20,NO,1605074956,74,71.0,24.66,35.6,13.87
420,Iqaluit,75,CA,1605074958,85,63.75,-68.51,12.2,3.8
421,Anadyr,0,RU,1605074959,92,64.75,177.48,21.2,6.71
422,Scarborough,83,GB,1605074960,94,54.28,-0.4,46.99,3.0
423,Assiut,0,EG,1605074961,62,27.18,31.18,57.2,1.68
424,Broome,1,US,1605074962,77,42.25,-75.83,60.8,8.05
425,Ust'-Omchug,20,RU,1605074963,84,61.15,149.63,-19.79,3.27
426,Masallātah,28,LY,1605074949,75,32.62,14.0,61.43,3.62
427,Mandalgovi,68,MN,1605074966,47,45.76,106.27,43.47,20.54
428,Ormara,0,PK,1605074967,53,25.21,64.64,80.24,5.1
429,Chimbarongo,40,CL,1605074968,87,-34.7,-71.05,53.6,3.36
430,Novobohdanivka,0,UA,1605074969,81,47.08,35.33,37.31,8.75
431,Quelimane,75,MZ,1605074970,88,-17.88,36.89,78.8,8.05
432,Mut,9,TR,1605074971,43,36.64,33.44,60.12,7.16
433,Gazojak,100,TM,1605074973,40,41.19,61.4,56.75,9.24
434,Bagé,90,BR,1605074974,88,-31.33,-54.11,62.6,11.41
435,Smithers,40,CA,1605074975,92,54.78,-127.17,24.8,4.7
436,Moses Lake,90,US,1605074976,69,47.13,-119.28,37.4,10.29
437,Skibbereen,75,IE,1605074977,100,51.55,-9.27,53.6,24.16
438,Bījār,20,IR,1605074978,61,35.87,47.61,49.37,5.23
439,Kalmunai,92,LK,1605074979,67,7.42,81.82,85.21,4.38
440,Wonthaggi,100,AU,1605074981,79,-38.6,145.59,73.99,9.44
441,Belle Fourche,90,US,1605074982,50,44.67,-103.85,36.0,10.29
442,Baculin,97,PH,1605074983,77,7.45,126.58,84.58,9.91
443,Tyssedal,97,NO,1605074984,94,60.12,6.56,46.0,5.01
444,Labuhan,46,ID,1605074985,58,-6.88,112.21,87.85,10.69
445,Carros,0,FR,1605074986,76,43.79,7.18,55.0,9.17
446,Kollam,20,IN,1605074988,70,8.88,76.6,87.8,1.12
447,Verkhnyaya Inta,100,RU,1605074989,98,65.98,60.31,24.55,17.58
448,Vao,100,NC,1605074769,76,-22.67,167.48,71.13,20.87
449,Hay River,7,CA,1605074991,76,60.82,-115.8,-4.0,5.82
450,Amahai,93,ID,1605074992,68,-3.33,128.92,85.98,6.13
451,Ocean City,1,US,1605074993,88,39.28,-74.57,64.4,8.05
452,Saint Anthony,90,US,1605074954,86,45.02,-93.22,28.99,9.17
453,Boa Vista,0,BR,1605074752,78,2.82,-60.67,78.8,6.93
454,Yenagoa,13,NG,1605074997,93,4.92,6.26,75.65,0.36
455,Tecalitlán,38,MX,1605074998,85,19.47,-103.3,60.89,1.54
456,Ileza,99,RU,1605074999,97,61.05,43.9,29.71,9.42
457,Naberera,94,TZ,1605075001,76,-4.2,36.93,68.25,5.73
458,Bagdarin,66,RU,1605075004,91,54.43,113.6,31.08,0.65
459,Makat,71,KZ,1605075005,80,47.65,53.35,36.32,14.54
460,Lerwick,100,GB,1605075006,87,60.15,-1.15,51.8,19.46
461,Pauini,87,BR,1605075007,94,-7.71,-66.98,70.3,1.43
462,Winnemucca,1,US,1605075009,79,40.97,-117.74,24.8,5.82
463,Chapais,90,CA,1605075010,100,49.78,-74.85,55.4,12.75
464,Tikrit,0,IQ,1605075011,56,34.61,43.68,70.14,3.42
465,Khor,3,RU,1605075012,89,47.89,134.95,29.37,6.04
466,Rawson,5,AR,1605075013,85,-43.3,-65.1,59.25,9.44
467,Andenes,75,NO,1605075014,93,69.31,16.12,42.01,11.41
468,Haines Junction,64,CA,1605075016,77,60.75,-137.51,-2.2,2.24
469,Port Moresby,40,PG,1605075017,66,-9.44,147.18,87.8,23.04
470,Matonga,87,TZ,1605075018,72,-2.38,34.08,72.3,3.24
471,Verāval,0,IN,1605075019,32,20.9,70.37,86.13,11.3
472,Berlevåg,0,NO,1605075020,86,70.86,29.09,33.8,8.05
473,Progreso,40,MX,1605075022,88,21.28,-89.67,77.0,12.75
474,Weiser,90,US,1605075023,80,44.25,-116.97,39.2,4.7
475,Malatya Province,0,TR,1605075024,87,38.5,38.0,46.4,2.24
476,San Luis,40,AR,1605075025,87,-33.3,-66.34,57.2,8.05
477,Tigwav,100,HT,1605075026,80,18.43,-72.87,79.74,5.88
478,Pecos,1,US,1605074769,36,31.42,-103.49,48.2,4.83
479,Vila,57,PT,1605075028,100,42.03,-8.16,57.0,12.75
480,Merrill,90,US,1605075030,95,45.18,-89.68,35.6,17.22
481,Botshabelo,40,ZA,1605075031,82,-29.27,26.71,59.0,5.82
482,Hayden,90,US,1605075032,92,47.77,-116.79,26.01,3.36
483,Gouré,0,NE,1605075033,34,13.98,10.27,72.0,8.99
484,Pervomayskoye,66,RU,1605075034,51,43.92,46.71,45.54,11.79
485,Adiaké,20,CI,1605075036,94,5.29,-3.3,78.8,0.81
486,Yulara,0,AU,1605075020,8,-25.24,130.99,96.8,16.11
487,Vallenar,31,CL,1605075038,82,-28.57,-70.76,51.89,1.21
488,Sozimskiy,93,RU,1605075039,97,59.74,52.25,24.78,6.11
489,Rome,1,US,1605075040,77,43.21,-75.46,64.0,4.7
490,Clarksburg,1,US,1605075042,77,39.28,-80.34,64.99,4.61
491,Yeppoon,0,AU,1605075043,37,-23.13,150.73,82.4,11.41
492,Skoghall,100,SE,1605075044,100,59.32,13.47,41.0,1.12
493,Redcliffe,20,AU,1605075045,57,-27.23,153.1,77.0,12.75
494,Brigantine,1,US,1605075046,88,39.41,-74.36,64.4,8.05
495,Kingman,1,US,1605074791,59,35.19,-114.05,46.0,10.29
496,Te Anau,21,NZ,1605075049,51,-45.42,167.72,65.35,3.67
497,Vanderhoof,7,CA,1605075050,92,54.02,-124.02,18.19,0.51
498,Zongolica,58,MX,1605075051,82,18.67,-96.98,69.57,1.12
499,Taunggyi,0,MM,1605074972,48,20.78,97.03,73.8,3.96
500,Pedernales,100,DO,1605075053,76,18.04,-71.74,79.32,2.98
501,San Policarpo,100,PH,1605075055,82,12.18,125.51,81.3,12.57
502,Grootfontein,53,NA,1605075056,40,-19.57,18.12,76.98,8.25
503,Siddāpur,29,IN,1605075057,50,14.33,74.88,77.59,10.33
504,Ancud,31,CL,1605075058,93,-41.87,-73.82,50.0,3.36
505,Colares,40,PT,1605075059,91,38.8,-9.45,57.0,8.61
506,Solnechnyy,1,RU,1605075060,85,50.72,136.63,24.6,6.62
507,Naliya,0,IN,1605075062,23,23.27,68.83,87.33,9.57
508,Muros,40,ES,1605075063,87,42.78,-9.06,50.0,11.41
509,Chengzhong,0,CN,1605075064,37,30.95,113.55,71.6,6.71
510,Saint George,1,US,1605075065,69,37.1,-113.58,37.99,6.93
511,Auki,18,SB,1605075066,66,-8.77,160.7,84.56,5.41
512,Seoul,1,KR,1605074963,30,37.57,126.98,60.8,1.54
513,La Santisima Trinidad,100,BO,1605074997,86,-14.83,-64.9,74.19,2.68
514,Zhangye,18,CN,1605075070,30,38.93,100.45,52.48,4.85
515,Blackwater,10,AU,1605075071,35,-23.58,148.88,83.53,15.08
516,Nuwara Eliya,98,LK,1605074779,87,6.97,80.78,67.46,3.65
517,Mengyin,0,CN,1605075074,29,35.71,117.93,65.5,8.05
518,Sisimiut,98,GL,1605075075,93,66.94,-53.67,17.2,5.17
519,Manado,20,ID,1605074824,52,1.49,124.85,91.4,8.05
520,Santiago del Estero,90,AR,1605074798,92,-27.8,-64.26,69.01,3.0
521,Bongor,30,TD,1605075078,37,10.28,15.37,72.81,8.28
522,Sobolevo,0,RU,1605075031,98,54.43,31.9,31.19,3.87
523,Zhuhai,0,CN,1605075081,50,22.28,113.57,81.0,9.17
524,Morehead,90,US,1605075082,88,37.27,-87.18,71.6,3.36
525,Sabirabad,99,AZ,1605075083,68,40.01,48.48,56.26,10.74
526,Jumla,0,NP,1605075084,25,29.27,82.18,63.97,4.68
527,San Fernando del Valle de Catamarca,82,AR,1605075085,79,-28.47,-65.79,73.0,11.01
528,Vapi,0,IN,1605075086,33,20.37,72.9,84.79,8.01
529,Arlit,0,NE,1605075088,36,18.74,7.39,66.09,4.36
530,Tautira,40,PF,1605075089,83,-17.73,-149.15,75.2,3.36
531,Taoudenni,1,ML,1605075090,23,22.68,-3.98,70.23,4.65
532,Airai,98,TL,1605075091,78,-8.93,125.41,73.18,3.38
533,Saint-Louis,0,SN,1605075092,69,16.33,-15.0,73.4,8.99
534,Bursa,75,TR,1605074894,93,40.17,29.08,50.0,5.1
535,Jieshi,19,CN,1605075095,40,22.81,115.83,79.0,19.17
536,Cho Dok,100,VN,1605075096,83,10.7,105.12,74.37,7.65
537,Charlestown,20,AU,1605075029,50,-32.95,151.67,78.8,14.99
538,Lillooet,90,CA,1605075098,100,50.69,-121.94,33.8,1.92
539,Kapuskasing,100,CA,1605075099,92,49.42,-82.43,30.2,4.7
540,Crotone,4,IT,1605074850,80,39.09,17.12,60.1,10.85
541,Houma,90,US,1605074850,100,29.6,-90.72,73.0,3.36
542,Krasnoarmiys'k,0,UA,1605075103,87,48.28,37.18,34.48,7.07
543,Kalianget,62,ID,1605075104,61,-7.05,113.93,86.85,10.56
544,Asău,87,RO,1605075105,88,46.43,26.4,39.99,2.1
545,San Jerónimo,92,PE,1605075106,72,-11.95,-75.28,49.35,1.61
546,Say,0,NE,1605075107,33,13.1,2.37,73.4,8.05
547,Tilichiki,95,RU,1605075108,93,60.47,166.1,12.81,5.75
548,Saint-Pierre,20,RE,1605075110,54,-21.34,55.48,82.4,8.05
549,Sălaşu de Sus,9,RO,1605075111,74,45.52,22.95,39.18,3.09
550,Augusto Corrêa,74,BR,1605075112,91,-1.02,-46.63,75.7,2.17
551,Yerofey Pavlovich,100,RU,1605075113,92,53.97,121.97,18.57,2.71
552,Nyurba,100,RU,1605075114,95,63.28,118.33,29.34,5.86
553,Cap Malheureux,3,MU,1605075115,67,-19.98,57.61,79.0,8.01
554,Māngrol,0,IN,1605075117,29,21.12,70.12,86.36,9.8
555,Coruripe,11,BR,1605075118,83,-10.13,-36.18,75.49,7.92
556,Goroka,100,PG,1605075119,87,-6.08,145.39,67.01,1.34
557,Kokkola,90,FI,1605075120,100,63.84,23.13,36.0,4.7
558,Chernyshevskiy,100,RU,1605075121,99,63.01,112.47,26.04,5.01
559,Jalu,0,LY,1605075122,79,29.03,21.55,60.82,9.71
560,Upington,0,ZA,1605075124,37,-28.45,21.26,69.8,5.82
561,Bad Freienwalde,100,DE,1605075125,81,52.79,14.03,43.0,5.64
562,Novolabinskaya,40,RU,1605075126,80,45.11,39.89,35.6,4.47
563,Cam Ranh,20,VN,1605075127,79,11.92,109.16,86.0,9.17
564,Copala,26,MX,1605075128,79,16.65,-98.98,77.97,5.12
